,source,text,timestamp,compound,positive,negative,neutral,tweet_index
470,nytimes,"Modern Love: What 9 years of therapy and ""open"" Scrabble taught her about love https://t.co/qAJC03ajuk (Correction:… https://t.co/SepmMvhYqT",Dec/10/2017,0.8555,0.375,0.0,0.625,70
471,nytimes,Max Clifford was serving an 8-year sentence for sexual offenses against victims as young as 15 https://t.co/XqLWWte10z,Dec/10/2017,-0.5423,0.065,0.239,0.697,71
472,nytimes,Your cat tattoo can have your actual cat in it https://t.co/4pxWo0GJ4F,Dec/10/2017,0.0,0.0,0.0,1.0,72
473,nytimes,"We interviewed members of 7 families who have spoken to parents, grandparents, sons or daughters about sexual assau… https://t.co/RGe2KNXXEI",Dec/10/2017,0.0,0.0,0.0,1.0,73
474,nytimes,"In most places, a dollar is a dollar. But in the tax plan, the amount you make may be less important than how you m… https://t.co/Zx7pr7K69P",Dec/10/2017,0.1298,0.061,0.0,0.939,74
475,nytimes,"Ojai is a picturesque town known for healthy, spiritual living. The California fires have disrupted that. https://t.co/bPYRgMz3es",Dec/10/2017,0.6486,0.275,0.0,0.725,75
476,nytimes,Some consumers are finding they can get a better deal on prescription drugs by leaving their insurance cards at home https://t.co/qK3Wrewxyp,Dec/10/2017,0.4404,0.132,0.0,0.868,76
477,nytimes,"The Stone: For Veterans, a Path to Healing ‘Moral Injury’ https://t.co/69S0AXL1cF",Dec/10/2017,0.0,0.0,0.0,1.0,77
478,nytimes,"Trump sees the presidency as a prize he must fight to protect every waking moment, and Twitter is his Excalibur… https://t.co/6aEvx25mLU",Dec/10/2017,0.5106,0.231,0.102,0.667,78
479,nytimes,"Jerusalem is not just its postcard vistas. The day-in, day-out friction can be draining. https://t.co/kQqIbm7cqC",Dec/10/2017,0.0,0.0,0.0,1.0,79
480,nytimes,"“Please do not shoot me"": Newly released body camera footage shows a police officer shooting an unarmed man in Ariz… https://t.co/gN14S1iQu1",Dec/10/2017,0.2584,0.097,0.0,0.903,80
481,nytimes,Protests in Lebanon Near U.S. Embassy After Trump’s Jerusalem Decision https://t.co/rhTl1as2l0,Dec/10/2017,-0.2263,0.0,0.16,0.84,81
482,nytimes,"92 Somali citizens were flown out of the U.S. under orders of deportation, but their plane never made it to Somalia https://t.co/o0dc6Jm9A2",Dec/10/2017,0.0,0.0,0.0,1.0,82
483,nytimes,"What Trump’s decision to recognize Jerusalem as Israel’s capital means for the city, the conflict and the world https://t.co/TMzXarFvfL",Dec/10/2017,-0.3182,0.0,0.113,0.887,83
484,nytimes,Janet Yellen Didn’t Set Out to Be a Feminist Hero https://t.co/ZBBXFKq6qG,Dec/10/2017,0.5574,0.286,0.0,0.714,84
485,nytimes,"How Luke Bryan and Blake Shelton, 2 of Nashville’s biggest stars, are adapting to country’s new ways https://t.co/v9ZM6v9Rqr",Dec/10/2017,0.0,0.0,0.0,1.0,85
486,nytimes,She survived a brain tumor at age 4. It was just the start of her fight. https://t.co/JmOzuWU2wz,Dec/10/2017,-0.2263,0.153,0.242,0.605,86
487,nytimes,A new way of measuring school performance turns up some unexpected winners https://t.co/gU9YlIGWja,Dec/10/2017,0.4767,0.22,0.0,0.78,87
488,nytimes,"The Power of Touch, Especially for Men https://t.co/ZM0Vsniy2Z",Dec/10/2017,0.0,0.0,0.0,1.0,88
489,nytimes,"After the death of a young son, can a long road trip help a family to heal? https://t.co/PqFvd8sU6r",Dec/10/2017,-0.296,0.138,0.199,0.663,89
490,nytimes,"Tens of thousands of people said goodbye and ""Merci, Johnny"" to the French rocker Johnny Hallyday in Paris https://t.co/NIAg0tdWJa",Dec/10/2017,0.0,0.0,0.0,1.0,90
491,nytimes,"‘S.N.L.,’ Santa and James Franco Relentlessly Tackle Sexual Harassment https://t.co/kgdLeYncPO",Dec/10/2017,-0.5423,0.0,0.28,0.72,91
492,nytimes,"""To me, the college send-off was not a blues for Chloe. It was a celebration."" https://t.co/btkS6LZCJt",Dec/10/2017,0.0,0.0,0.0,1.0,92
493,nytimes,He defected from North Korea more than 3 decades ago. So why won't the South accept him? https://t.co/ojIaNT0KB1,Dec/10/2017,-0.5972,0.0,0.246,0.754,93
494,nytimes,"Ruby Rose has a whole closet dedicated to skin and hair care. ""I consider this all self-care,"" she said. https://t.co/mGUBF2B6h9",Dec/10/2017,0.7351,0.267,0.0,0.733,94
495,nytimes,"Actually, you do want to know how this sausage gets made https://t.co/SDmBZBmDkJ via @NYTScience",Dec/10/2017,0.0772,0.091,0.0,0.909,95
496,nytimes,8 ways to have a better relationship in 2018 https://t.co/VlRuKBEKvC,Dec/10/2017,0.4404,0.293,0.0,0.707,96
497,nytimes,An algorithm analyzed 52 million dolphin clicks. It found 7 distinct types of sounds. https://t.co/noyluyBGrH,Dec/10/2017,0.0,0.0,0.0,1.0,97
498,nytimes,Older Venezuelans who have migrated say that arguably the biggest hardship is starting over in their sunset years https://t.co/Z9RfqIqtuH,Dec/10/2017,-0.5106,0.0,0.202,0.798,98
499,nytimes,How to use an Instant Pot https://t.co/1nJIGi8N8Y https://t.co/C2Ic2vzmmg,Dec/10/2017,0.0,0.0,0.0,1.0,99
