,source,text,timestamp,compound,positive,negative,neutral,tweet_index
148,CBS,"Find out when #BigBrother celebrity edition, #AmazingRace, #Survivor, new drama @instinctcbs and new comedy… https://t.co/4Psl74zcCB",Dec/01/2017,0.0,0.0,0.0,1.0,48
149,CBS,Actress @BethBehrs explains why Carol Burnett is her hero! Celebrate her lasting influence with The Carol Burnett 5… https://t.co/Lnt5P9jEu0,Dec/01/2017,0.8221,0.309,0.0,0.691,49
150,CBS,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav",Dec/01/2017,0.0,0.0,0.0,1.0,50
151,CBS,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ",Dec/01/2017,0.0,0.0,0.0,1.0,51
152,CBS,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,Dec/01/2017,0.0,0.0,0.0,1.0,52
153,CBS,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,Dec/01/2017,0.6893,0.251,0.0,0.749,53
154,CBS,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv",Dec/01/2017,0.1901,0.093,0.0,0.907,54
155,CBS,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,Dec/01/2017,0.296,0.128,0.0,0.872,55
156,CBS,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,Nov/30/2017,0.0,0.0,0.0,1.0,56
157,CBS,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1",Nov/30/2017,0.6115,0.227,0.0,0.773,57
158,CBS,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,Nov/30/2017,0.0,0.0,0.0,1.0,58
159,CBS,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,Nov/30/2017,0.6808,0.248,0.0,0.752,59
160,CBS,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP",Nov/30/2017,0.3612,0.135,0.0,0.865,60
161,CBS,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY",Nov/30/2017,0.0,0.0,0.0,1.0,61
162,CBS,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,Nov/30/2017,-0.3595,0.0,0.128,0.872,62
163,CBS,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,Nov/30/2017,0.6239,0.45,0.0,0.55,63
164,CBS,The stage is ?? #BrunoMars https://t.co/nykrDH46Bs,Nov/30/2017,0.0,0.0,0.0,1.0,64
165,CBS,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,Nov/30/2017,0.5542,0.204,0.0,0.796,65
166,CBS,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,Nov/30/2017,0.0,0.0,0.0,1.0,66
167,CBS,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,Nov/30/2017,0.0,0.0,0.0,1.0,67
168,CBS,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars",Nov/30/2017,0.0,0.0,0.0,1.0,68
169,CBS,RT @BrunoMars: We love you MARY!!!! ?? #BrunosTvSpecial,Nov/30/2017,0.7482,0.434,0.0,0.566,69
170,CBS,RT @RDMichelleLNK: Loving a dose of #BrunoMars midweek. So amazing!,Nov/30/2017,0.8513,0.542,0.0,0.458,70
171,CBS,We’re only halfway into the show. Get ready for more of your favorite #BrunoMars tunes! https://t.co/BJh0PeX864,Nov/30/2017,0.7232,0.302,0.0,0.698,71
172,CBS,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL",Nov/30/2017,0.0,0.0,0.0,1.0,72
173,CBS,RT @MargoSlade: Best way to relax after a hard day of work watching #BrunoMars on #BrunosTVSpecial my heart is the happiest,Nov/30/2017,0.8979,0.394,0.049,0.557,73
174,CBS,RT @Tiffany48184: Now that's how you open up a show!!!!! #BrunoMars,Nov/30/2017,0.0,0.0,0.0,1.0,74
175,CBS,RT if you’re ready to party with #BrunoMars!! https://t.co/o4qQoKOzgH,Nov/30/2017,0.6988,0.452,0.0,0.548,75
176,CBS,RT @BrunoMars: POP POP!!?? everyone tweet #BrunosTvSpecial! We on!!!! ?,Nov/30/2017,0.0,0.0,0.0,1.0,76
177,CBS,RT @Queentassia14: Bruno Mars Live at the Apollo!!!! Yeah I have to wake up at like 4 am for work.... but it's worth it. #BrunoMars #Brunos…,Nov/30/2017,0.7067,0.246,0.0,0.754,77
178,CBS,RT @asbstar30: BRUNO #BrunoMars,Nov/30/2017,0.0,0.0,0.0,1.0,78
179,CBS,"Get on your feet, and prepare to dance. #BrunoMars is hitting the stage! https://t.co/yOyq8JlMZj",Nov/30/2017,0.0,0.0,0.0,1.0,79
180,CBS,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM",Nov/30/2017,0.6514,0.158,0.0,0.842,80
181,CBS,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9,Nov/30/2017,0.1139,0.064,0.0,0.936,81
182,CBS,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ,Nov/29/2017,0.6825,0.228,0.0,0.772,82
183,CBS,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…,Nov/29/2017,0.5826,0.152,0.0,0.848,83
184,CBS,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…,Nov/29/2017,0.0,0.0,0.0,1.0,84
185,CBS,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…,Nov/29/2017,0.0,0.0,0.0,1.0,85
186,CBS,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW,Nov/29/2017,0.0,0.0,0.0,1.0,86
187,CBS,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU,Nov/29/2017,0.0,0.0,0.0,1.0,87
188,CBS,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…,Nov/29/2017,0.4559,0.142,0.0,0.858,88
189,CBS,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS,Nov/29/2017,0.0,0.0,0.0,1.0,89
190,CBS,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r,Nov/29/2017,0.6124,0.2,0.0,0.8,90
191,CBS,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai",Nov/29/2017,0.4926,0.158,0.0,0.842,91
192,CBS,Some of the best moments happen behind the scenes! Here's your backstage pass to the 2017 Victoria's Secret Fashion… https://t.co/S8MpOnhC6b,Nov/29/2017,0.6696,0.191,0.0,0.809,92
193,CBS,"From the sky-high heels to the jaw-dropping wings, these outfits are fashion goals! See all the best looks from the… https://t.co/GnyZ8NnBYH",Nov/29/2017,0.6696,0.183,0.0,0.817,93
194,CBS,Missed the world’s most celebrated fashion show? Catch up on your own time and watch the entire 2017 Victoria's Sec… https://t.co/9OuYvHItzh,Nov/29/2017,0.4201,0.158,0.087,0.754,94
195,CBS,"RT @VictoriasSecret: That’s a wrap on the 2017 #VSFashionShow!! BIG thanks to the Angels, the people of Shanghai &amp; YOU for watching! https:…",Nov/29/2017,0.5826,0.152,0.0,0.848,95
196,CBS,Want to relive all of your favorite #VSFashionShow runway moments?  @GIPHY has you covered. https://t.co/mgfziAQR4c,Nov/29/2017,0.5106,0.249,0.0,0.751,96
197,CBS,"RT @vannalovescats: Another successful show. I’m so proud of all of the beautiful ladies, they all did amazing. The musical guests were FAN…",Nov/29/2017,0.9476,0.449,0.0,0.551,97
198,CBS,55 Models. 88 Looks. 1 FABULOUS Night. #VSFashionShow https://t.co/TmYqRjDRE5,Nov/29/2017,0.6289,0.371,0.0,0.629,98
199,CBS,Two. Million. Dollar. Bra. ?  #VSFashionShow https://t.co/4dp7RbMHlp,Nov/29/2017,0.0,0.0,0.0,1.0,99
200,CNN,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/vjhNCglprn,Dec/11/2017,0.5719,0.217,0.0,0.783,0
201,CNN,"References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/8JynJpKqbV",Dec/11/2017,0.2732,0.095,0.0,0.905,1
202,CNN,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/ZaVU378k5j",Dec/11/2017,0.5267,0.326,0.214,0.461,2
203,CNN,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/rJMDuYSjGJ",Dec/11/2017,0.0,0.0,0.0,1.0,3
204,CNN,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/cLSgK4pnev",Dec/11/2017,0.0772,0.075,0.0,0.925,4
205,CNN,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/qrPKIalhxb,Dec/11/2017,0.0,0.0,0.0,1.0,5
206,CNN,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/aFOQNrYG2j (via @CNNOpinion) https://t.co/wcE6ev1BBu",Dec/11/2017,0.0,0.0,0.0,1.0,6
207,CNN,"An incomplete tunnel running for more than a kilometer from Gaza into southern Israel has been destroyed, Israel's… https://t.co/XtA96NRhkU",Dec/11/2017,-0.4939,0.0,0.158,0.842,7
208,CNN,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/B4NV1ScY5J https://t.co/DdvViPizBf",Dec/11/2017,0.25,0.143,0.0,0.857,8
209,CNN,"A man walking his dog on a British Columbia beach this week made a grisly discovery: A foot in a shoe, along with p… https://t.co/RmmpqeUTdb",Dec/11/2017,0.0,0.0,0.0,1.0,9
210,CNN,Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels an… https://t.co/mo8sw7CzCz,Dec/11/2017,-0.34,0.0,0.124,0.876,10
211,CNN,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/TEjRTRnSis",Dec/11/2017,0.0,0.0,0.0,1.0,11
212,CNN,"""The demolition crew was savage."" Beijing forces migrant workers from their homes as part of a drive to shut down w… https://t.co/oiru5mbGer",Dec/11/2017,0.0,0.0,0.0,1.0,12
213,CNN,Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/pBmTUHxsAz,Dec/11/2017,0.2023,0.114,0.0,0.886,13
214,CNN,McLaren's 'most extreme' road car costs $1 million https://t.co/a1Unk82nwx https://t.co/yvlL9LCdSq,Dec/11/2017,0.0,0.0,0.0,1.0,14
215,CNN,Venezuelan President Nicolas Maduro has said that some of the main opposition parties will not be allowed to run in… https://t.co/VmN9pU5gEC,Dec/11/2017,0.4019,0.119,0.0,0.881,15
216,CNN,These are the most eye-catching photos from 2017 https://t.co/lXgXsyNfa6 https://t.co/Z6N0yRLk60,Dec/11/2017,0.0,0.0,0.0,1.0,16
217,CNN,"Heavy snow fell in many parts of the UK on Sunday as Storm Caroline, the biggest storm so far this year, caused wid… https://t.co/R9UCEICrxm",Dec/11/2017,0.0,0.0,0.0,1.0,17
218,CNN,"Global arms sales increased for the first time in five years in 2016, a new report says https://t.co/thhQ2sqH3c https://t.co/mjSUBUVzic",Dec/11/2017,0.2732,0.11,0.0,0.89,18
219,CNN,The revelation that a black hole grew in just five hundred million years challenges our models of how early galaxie… https://t.co/A6dhPi6bDe,Dec/11/2017,0.0772,0.064,0.0,0.936,19
220,CNN,Voting for CNN Hero of the Year CLOSES Tuesday 12/12 at 11:59pm PT -- VOTE NOW at https://t.co/ANMKKkTX4Z!… https://t.co/dx1AFkowA7,Dec/11/2017,0.5983,0.178,0.0,0.822,20
221,CNN,"Sunday was a tale of two campaigns for Alabama’s special Senate election, with Democratic candidate Doug Jones barn… https://t.co/jL6LWnNYrp",Dec/11/2017,0.4019,0.137,0.0,0.863,21
222,CNN,"""Time is of the essence,"" UN official says after visit to North Korea https://t.co/Ndbay5jZKB https://t.co/Ik94KKGF5X",Dec/11/2017,0.0,0.0,0.0,1.0,22
223,CNN,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/cdt0zVvUGy",Dec/11/2017,0.5267,0.326,0.214,0.461,23
224,CNN,3-D printing braces up sea turtle with gap in its shell https://t.co/mhGanIyPvv https://t.co/sfqprWjpiv,Dec/11/2017,0.0,0.0,0.0,1.0,24
225,CNN,"Turkish President Recep Tayyip Erdogan called Israel a ""terrorist"" and ""child-murderer state"" as he criticized US P… https://t.co/BKnHlFnpqF",Dec/11/2017,-0.3612,0.0,0.135,0.865,25
226,CNN,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/5WoufYP4mX,Dec/11/2017,0.5719,0.217,0.0,0.783,26
227,CNN,He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story. #BeneathTheSkin… https://t.co/5v9LwaIdhK,Dec/11/2017,-0.6705,0.0,0.191,0.809,27
228,CNN,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/ioVnnfy3wf,Dec/11/2017,0.0,0.0,0.0,1.0,28
229,CNN,"17 million infants around the world are breathing toxic air that can severely affect brain development, a new UNICE… https://t.co/17hus7Dff3",Dec/11/2017,-0.4588,0.0,0.143,0.857,29
230,CNN,"Global arms sales increased for the first time in five years in 2016, a new report says https://t.co/K6yTDlfed9 https://t.co/i4cYJ3hftu",Dec/11/2017,0.2732,0.11,0.0,0.89,30
231,CNN,Israeli army destroys tunnel from Gaza https://t.co/emKGf8IPZW https://t.co/OHXDWt8Vtc,Dec/11/2017,-0.5574,0.0,0.34,0.66,31
232,CNN,"During an appearance on a conspiracy-driven radio show in 2011, Alabama Senate candidate Roy Moore said getting rid… https://t.co/B4cZRMxXO6",Dec/11/2017,0.0,0.0,0.0,1.0,32
233,CNN,Sirius XM faces celebrity backlash after former White House Chief Strategist Steve Bannon rejoins radio show… https://t.co/HLJZVwW78o,Dec/11/2017,0.0,0.0,0.0,1.0,33
234,CNN,The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/W0tTmNUogp,Dec/11/2017,-0.6597,0.0,0.188,0.812,34
235,CNN,"“We're not looking for perfection, we're just looking for better than yesterday."" After rehab changed his life, Aar… https://t.co/fVpZmBWzqm",Dec/10/2017,-0.0253,0.127,0.131,0.742,35
236,CNN,President Trump spoke at the opening of the Mississippi Civil Rights Museum. Some civil rights and community leader… https://t.co/sX8XMVX9k3,Dec/10/2017,0.0,0.0,0.0,1.0,36
237,CNN,"Israel airstrikes, Gaza rockets amid tensions over Jerusalem https://t.co/8zRuyw7PO4 https://t.co/P47G7huOe0",Dec/10/2017,-0.4019,0.0,0.231,0.769,37
238,CNN,FBI email shows Attorney General Jeff Sessions wasn't required to disclose foreign contacts for security clearance… https://t.co/RWekrGKgQJ,Dec/10/2017,0.34,0.13,0.0,0.87,38
239,CNN,McLaren's 'most extreme' road car costs $1 million https://t.co/5CwE92eNfD https://t.co/GrQmRbIrMg,Dec/10/2017,0.0,0.0,0.0,1.0,39
240,CNN,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/Tx9YkRLoca",Dec/10/2017,0.0772,0.075,0.0,0.925,40
241,CNN,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/Fdmv3o9TUT https://t.co/T3Z51xTtC2",Dec/10/2017,0.25,0.143,0.0,0.857,41
242,CNN,"Even with Congress in session, all eyes will be on Alabama on Tuesday https://t.co/Qa1pMjzwfv https://t.co/PjNhNKkHcH",Dec/10/2017,0.0,0.0,0.0,1.0,42
243,CNN,Interior Secretary Ryan Zinke is pushing for a controversial road through a federally protected wilderness area in… https://t.co/pDolVX4lDn,Dec/10/2017,0.2732,0.155,0.096,0.749,43
244,CNN,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/BtPynSIb5U",Dec/10/2017,0.0,0.0,0.0,1.0,44
245,CNN,The winners of the 2017 Nobel Peace Prize warn that nuclear destruction is 'one impulsive tantrum away'… https://t.co/xzz1xLGCSw,Dec/10/2017,0.4588,0.332,0.265,0.403,45
246,CNN,"""It's not at all a surprise that they (Russians) would make outreach to people they thought would have influence in… https://t.co/24yiPExN9C",Dec/10/2017,0.0736,0.096,0.083,0.821,46
247,CNN,Republican Sen. Susan Collins says she's not sure if she'll support the tax reform plan https://t.co/5YSNF3fLne https://t.co/tnM55Uu9G2,Dec/10/2017,0.1872,0.137,0.1,0.763,47
248,CNN,Take a look at this week in politics https://t.co/8ktzXSEPN4 https://t.co/i8OYgFjIPJ,Dec/10/2017,0.0,0.0,0.0,1.0,48
249,CNN,Futures trading is a new step for Bitcoin's wild ride https://t.co/GMHpH5Fw8z https://t.co/TmNf8tzIf8,Dec/10/2017,0.0,0.0,0.0,1.0,49
250,CNN,She lost her leg after being hit by a drunk driver. Now she empowers fellow amputees to overcome their physical lim… https://t.co/dINDZ5JW69,Dec/10/2017,-0.5719,0.0,0.198,0.802,50
251,CNN,Mix-and-match health coverage can be a risky alternative to Obamacare https://t.co/23NHVKbXQW https://t.co/76jyYlu0lj,Dec/10/2017,-0.2023,0.0,0.153,0.847,51
252,CNN,"CORRECTION: Jailed ""King of Spin"" Max Clifford dies in UK hospital https://t.co/mDlPZdNE9K https://t.co/qgHMGBdTP3",Dec/10/2017,-0.4939,0.0,0.211,0.789,52
253,CNN,Swedish police question suspects after synagogue attack https://t.co/3AlN0ZnOnc https://t.co/5Enu6RVoqw,Dec/10/2017,-0.6705,0.0,0.44,0.56,53
254,CNN,"President Trump has to live with the consequences of his Israel decision, writes Nic Robertson for @CNNOpinion… https://t.co/QbOk7FJSwi",Dec/10/2017,0.0,0.0,0.0,1.0,54
255,CNN,Alabama Senate candidate Roy Moore says he has never molested anyone https://t.co/4F7ipmrsLz https://t.co/quVFW9P8gs,Dec/10/2017,0.3412,0.167,0.0,0.833,55
256,CNN,"""Time is of the essence,"" UN official says after visit to North Korea https://t.co/kPzalGuqWh https://t.co/KHWyssfkeX",Dec/10/2017,0.0,0.0,0.0,1.0,56
257,CNN,The hidden fear driving the market surge https://t.co/jZVgAGZ7it https://t.co/MADYFBCHZ3,Dec/10/2017,-0.4939,0.0,0.286,0.714,57
258,CNN,Protesters and police clash outside US embassy in Beirut https://t.co/buz5mXWp3F https://t.co/X2JNZ8p3wP,Dec/10/2017,-0.2263,0.0,0.16,0.84,58
259,CNN,Heavy snow brings travel chaos to UK https://t.co/vVRzn8LEVP https://t.co/Mm7FLshDpW,Dec/10/2017,-0.5719,0.0,0.316,0.684,59
260,CNN,Ski racer Lindsey Vonn injures back and pulls out of a competition in St. Moritz https://t.co/5zVmooeTLI https://t.co/KjveQNCQFs,Dec/10/2017,0.0,0.0,0.0,1.0,60
261,CNN,UK foreign minister ends Iran trip with no announcement on jailed woman https://t.co/9wBvAfh8Qr https://t.co/2Wgp4dmdSE,Dec/10/2017,-0.6597,0.0,0.31,0.69,61
262,CNN,The gold rush for black market fish bladders has pushed this tiny porpoise toward extinction #vaquita… https://t.co/TQfbYwqPZc,Dec/10/2017,0.0,0.0,0.0,1.0,62
263,CNN,Voting for CNN Hero of the Year CLOSES Tuesday 12/12 at 11:59pm PT -- VOTE NOW at https://t.co/ANMKKlbytz!… https://t.co/CuFQv7zB4U,Dec/10/2017,0.5983,0.178,0.0,0.822,63
264,CNN,"Here's your ski resort guide to St. Moritz, Switzerland https://t.co/9NcNA31QQ1 https://t.co/57kMyQRIOa",Dec/10/2017,0.0,0.0,0.0,1.0,64
265,CNN,"""King of Spin"" Max Clifford dies in UK jail https://t.co/mDlPZdNE9K https://t.co/XodLjZtMLQ",Dec/10/2017,0.0,0.0,0.0,1.0,65
266,CNN,"Alabama Sen. Richard Shelby says he ""couldn't vote for Roy Moore"" https://t.co/3T8Xq0vCXe https://t.co/mIZijkBue1",Dec/10/2017,0.0,0.0,0.0,1.0,66
267,CNN,What a shot! The most amazing sports photos of 2017 https://t.co/bhSvDBYijR https://t.co/P8fBoXNPf2,Dec/10/2017,0.6581,0.305,0.0,0.695,67
268,CNN,"UN Chief António Guterres: ""It's essential to understand that refugees are not terrorists. They are the first victi… https://t.co/x5MU0FygNd",Dec/10/2017,0.5096,0.155,0.0,0.845,68
269,CNN,Pressure is mounting on Congress to act before year’s end on Deferred Action for Childhood Arrivals. What they deci… https://t.co/AwRUbU4BJb,Dec/10/2017,-0.296,0.0,0.104,0.896,69
270,CNN,"""It is very important for the world...that the US engages,"" UN Chief Antonio Guterres tells @FareedZakaria during a… https://t.co/FDF9ehtiri",Dec/10/2017,0.2716,0.104,0.0,0.896,70
271,CNN,"The Honest Company founder Jessica Alba tells @PoppyHarlowCNN that ""it’s tough when you’re the only woman in the ro… https://t.co/14mpfoLC3A",Dec/10/2017,0.4215,0.145,0.066,0.789,71
272,CNN,"""This is kind of the new normal,"" says California Gov. Jerry Brown, after a week of raging wildfires… https://t.co/Sk6Yh2IffQ",Dec/10/2017,-0.5267,0.0,0.167,0.833,72
273,CNN,She lost her leg after being hit by a drunk driver. Now she empowers fellow amputees to overcome their physical lim… https://t.co/EVxCuS4uQY,Dec/10/2017,-0.5719,0.0,0.198,0.802,73
274,CNN,A group of precocious kids had some tough questions for Santa Claus on @nbcsnl last night https://t.co/M70oxgiqRJ https://t.co/zDbbuNDoUT,Dec/10/2017,-0.128,0.0,0.086,0.914,74
275,CNN,Rep. Adam Schiff on Russian outreach to Hope Hicks: “It’s not at all a surprise that they would make outreach to pe… https://t.co/MwQM9RE14r,Dec/10/2017,0.647,0.264,0.067,0.669,75
276,CNN,Instagram is testing a standalone messaging app called Direct https://t.co/0B9ky2jDio https://t.co/EIP9KH2gmO,Dec/10/2017,0.0,0.0,0.0,1.0,76
277,CNN,"US Ambassador to the United Nations Nikki Haley: ""Jerusalem is the capital of Israel...whatever is East Jerusalem o… https://t.co/hnnw3xaf3q",Dec/10/2017,0.4215,0.135,0.0,0.865,77
278,CNN,US Ambassador to the United Nations Nikki Haley: “I have no concern” that President Trump’s Jerusalem decision will… https://t.co/ZHep68YyhL,Dec/10/2017,0.1531,0.127,0.1,0.773,78
279,CNN,"US Ambassador to the United Nations Nikki Haley says moving the capital of Israel to Jerusalem will ""move the ball… https://t.co/DbDpLD6McJ",Dec/10/2017,0.4215,0.123,0.0,0.877,79
280,CNN,"Republican Alabama Sen. Richard Shelby says there's ""something for just about everybody"" in the GOP tax bill… https://t.co/hy29AebKKk",Dec/10/2017,0.0,0.0,0.0,1.0,80
281,CNN,"“I want to reiterate again: I didn’t vote for Roy Moore, I wouldn’t vote for Roy Moore, I think the Republican Part… https://t.co/2R9DV9eqAo",Dec/10/2017,0.0772,0.064,0.0,0.936,81
282,CNN,"Republican Alabama Sen. Richard Shelby on Roy Moore’s accusers: “I think the women are believable, I have no reason… https://t.co/cVbHjeOmTy",Dec/10/2017,-0.296,0.0,0.109,0.891,82
283,CNN,"Republican Alabama Sen. Richard Shelby: “I couldn’t vote for Roy Moore, I didn’t vote for Roy Moore, I wrote in a d… https://t.co/Q40njVbgsQ",Dec/10/2017,0.0,0.0,0.0,1.0,83
284,CNN,"An Iranian-Turkish gold trader admitted in a US court that he made ""maybe $150 million"" by helping Iran dodge inter… https://t.co/yg1Kck4Zxt",Dec/10/2017,0.3818,0.167,0.0,0.833,84
285,CNN,The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/AmToMyq64y,Dec/10/2017,-0.6597,0.0,0.188,0.812,85
286,CNN,"We all tend to change our voices when talking to babies, but those changes can also vary across cultures. Here's ho… https://t.co/knCYMFE4kH",Dec/10/2017,0.0,0.0,0.0,1.0,86
287,CNN,"“We're not looking for perfection, we're just looking for better than yesterday."" After rehab changed his life, Aar… https://t.co/5HRacrBX3M",Dec/10/2017,-0.0253,0.127,0.131,0.742,87
288,CNN,"Four questions the November jobs report will help to answer:

- How low can unemployment go?

- Any remaining hurri… https://t.co/3mVntmTOA4",Dec/10/2017,-0.3182,0.114,0.211,0.675,88
289,CNN,Dramatic footage from @sarasidnerCNN shows one of the Southern California wildfires has jumped over a freeway while… https://t.co/DFuXTPkuja,Dec/10/2017,0.0516,0.07,0.0,0.93,89
290,CNN,New imaging finds crescent-shaped eye damage in a woman who tried to view the total solar eclipse in August… https://t.co/SdkIu6dPPF,Dec/10/2017,-0.4939,0.0,0.151,0.849,90
291,CNN,The stock market has seen a record-breaking ascent this year. But who is actually making money off the boom? Rich p… https://t.co/CJ8V8KtDJb,Dec/10/2017,0.5574,0.153,0.0,0.847,91
292,CNN,"Flu season is gaining speed in the United States, especially in the South, after getting off to a slow start… https://t.co/nFotP1jG5X",Dec/10/2017,0.4588,0.222,0.103,0.675,92
293,CNN,The gold rush for black market fish bladders has pushed this tiny porpoise toward extinction #vaquita… https://t.co/5Wn1UGNZuC,Dec/10/2017,0.0,0.0,0.0,1.0,93
294,CNN,"US jobs continued their strong run in November as employers added 228,000 jobs and the unemployment rate remained a… https://t.co/NYSqgRvB0s",Dec/10/2017,0.1027,0.136,0.12,0.744,94
295,CNN,"""Horse people are a community... Leaving one behind is like leaving a child behind ... you just can't do it.""

Hors… https://t.co/6Y888FVc4X",Dec/10/2017,0.3612,0.116,0.0,0.884,95
296,CNN,How states that carried Trump to victory avoid one sticky part of the tax bill https://t.co/WJ7mEeH7TA https://t.co/NYXJI8onFY,Dec/10/2017,-0.296,0.0,0.121,0.879,96
297,CNN,"State Department officials defended President Trump's recognition of Jerusalem as Israel's capital, saying it refle… https://t.co/MfvgXGJ45B",Dec/10/2017,0.0,0.0,0.0,1.0,97
298,CNN,A woman who made it through a wildfire in Southern California turned her home into a donation site for victims… https://t.co/psGRaWVtke,Dec/10/2017,0.0,0.0,0.0,1.0,98
299,CNN,Hispanic unemployment in the US is at an all-time low under President Trump https://t.co/pp37gMuqQR https://t.co/W0DQM5JLSY,Dec/10/2017,-0.6124,0.0,0.278,0.722,99
300,fox,"RT @linclark: Reminder of how much some dudes in this industry hate women. 

This comment is on my Quantum article, the 20th most upvoted p…",Dec/11/2017,-0.5719,0.0,0.134,0.866,0
